"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 14 12:39:47 GMT 2022","Wed Sep 14 12:40:00 GMT 2022","12661","","","","","","Concluir Cadastro Com sucesso",""
"passed","Wed Sep 14 17:35:09 GMT 2022","Wed Sep 14 17:35:09 GMT 2022","260","","Funcionalidade cadasrtro","","","","cadastrar massa de dados do fixtures",""
"passed","Wed Sep 14 12:39:15 GMT 2022","Wed Sep 14 12:39:15 GMT 2022","449","","testes de exclusão","","","","[PUT] curtir uma postagem",""
"passed","Wed Sep 14 12:39:15 GMT 2022","Wed Sep 14 12:39:15 GMT 2022","471","","testes de exclusão","","","","[DELETE] deletar uma postagem",""
"passed","Wed Sep 14 12:40:08 GMT 2022","Wed Sep 14 12:40:08 GMT 2022","932","","funcionaliade login","","","","Dado que o usuario esteja na tela de login Quando digitar email invalido e senha valido entao não deverá fazer login",""
"passed","Wed Sep 14 17:35:08 GMT 2022","Wed Sep 14 17:35:09 GMT 2022","1435","","Funcionalidade cadasrtro","","","","cadastro sem sucesso",""
"passed","Wed Sep 14 17:35:17 GMT 2022","Wed Sep 14 17:35:17 GMT 2022","198","","","","","","[Post] - teste de autenticação com senha invalido",""
"passed","Wed Sep 14 17:35:17 GMT 2022","Wed Sep 14 17:35:17 GMT 2022","206","","","","","","[Post] - teste de autenticação",""
"passed","Wed Sep 14 12:39:14 GMT 2022","Wed Sep 14 12:39:15 GMT 2022","482","","teste de consulta","","","","[GET] consulta uma postagem por ID",""
"passed","Wed Sep 14 17:35:00 GMT 2022","Wed Sep 14 17:35:03 GMT 2022","3285","","Funcionalidade cadasrtro","","","","deve fazer cadastro com sucesso",""
"passed","Wed Sep 14 12:39:19 GMT 2022","Wed Sep 14 12:39:19 GMT 2022","46","","","","","","Unnamed",""
"passed","Wed Sep 14 17:35:03 GMT 2022","Wed Sep 14 17:35:05 GMT 2022","1591","","Funcionalidade cadasrtro","","","","deve fazer cadastro sem sucesso",""
"passed","Wed Sep 14 12:39:12 GMT 2022","Wed Sep 14 12:39:14 GMT 2022","1608","","teste de consulta","","","","[GET] consulta uma postagem",""
"passed","Wed Sep 14 12:40:08 GMT 2022","Wed Sep 14 12:40:11 GMT 2022","2515","","funcionaliade login","","","","Dado que o usuario esteja na tela de login Quando digitar email valido e senha invalido entao não deverá fazer login",""
"passed","Wed Sep 14 12:40:05 GMT 2022","Wed Sep 14 12:40:08 GMT 2022","2925","","funcionaliade login","","","","Dado que o usuario esteja na tela de login Quando digitar email e senha validos entao deverá fazer login",""
"passed","Wed Sep 14 12:39:12 GMT 2022","Wed Sep 14 12:39:12 GMT 2022","373","","validação de postagens","","","","[POST] Criar uma postagem",""
