"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 27 21:45:44 GMT 2022","Tue Sep 27 21:45:44 GMT 2022","29","","","","","","Unnamed",""
"passed","Wed Sep 14 12:39:38 GMT 2022","Wed Sep 14 12:39:39 GMT 2022","1267","","Funcionalidade cadasrtro","","","","cadastro sem sucesso",""
"passed","Wed Sep 14 12:39:08 GMT 2022","Wed Sep 14 12:39:08 GMT 2022","221","","","","","","[Post] - teste de autenticação com senha invalido",""
"passed","Tue Sep 27 21:45:38 GMT 2022","Tue Sep 27 21:45:38 GMT 2022","330","","teste de consulta","","","","[GET] consulta uma postagem por ID",""
"passed","Wed Sep 14 12:39:07 GMT 2022","Wed Sep 14 12:39:08 GMT 2022","786","","","","","","[Post] - teste de autenticação",""
"passed","Wed Sep 14 12:39:39 GMT 2022","Wed Sep 14 12:39:39 GMT 2022","277","","Funcionalidade cadasrtro","","","","cadastrar massa de dados do fixtures",""
"passed","Tue Sep 27 21:45:39 GMT 2022","Tue Sep 27 21:45:39 GMT 2022","369","","testes de exclusão","","","","[PUT] curtir uma postagem",""
"passed","Tue Sep 27 21:45:36 GMT 2022","Tue Sep 27 21:45:38 GMT 2022","1476","","teste de consulta","","","","[GET] consulta uma postagem",""
"passed","Tue Sep 27 21:45:25 GMT 2022","Tue Sep 27 21:45:28 GMT 2022","2527","","funcionaliade login","","","","Dado que o usuario esteja na tela de login Quando digitar email e senha validos entao deverá fazer login",""
"passed","Tue Sep 27 21:45:38 GMT 2022","Tue Sep 27 21:45:39 GMT 2022","294","","testes de exclusão","","","","[DELETE] deletar uma postagem",""
"passed","Tue Sep 27 21:45:29 GMT 2022","Tue Sep 27 21:45:30 GMT 2022","1179","","funcionaliade login","","","","Dado que o usuario esteja na tela de login Quando digitar email valido e senha invalido entao não deverá fazer login",""
"passed","Wed Sep 14 12:39:47 GMT 2022","Wed Sep 14 12:40:00 GMT 2022","12661","","","","","","Concluir Cadastro Com sucesso",""
"passed","Tue Sep 27 21:45:36 GMT 2022","Tue Sep 27 21:45:36 GMT 2022","272","","validação de postagens","","","","[POST] Criar uma postagem",""
"passed","Wed Sep 14 12:39:29 GMT 2022","Wed Sep 14 12:39:33 GMT 2022","3680","","Funcionalidade cadasrtro","","","","deve fazer cadastro com sucesso",""
"passed","Wed Sep 14 12:39:33 GMT 2022","Wed Sep 14 12:39:35 GMT 2022","2068","","Funcionalidade cadasrtro","","","","deve fazer cadastro sem sucesso",""
"passed","Tue Sep 27 21:45:28 GMT 2022","Tue Sep 27 21:45:29 GMT 2022","928","","funcionaliade login","","","","Dado que o usuario esteja na tela de login Quando digitar email invalido e senha valido entao não deverá fazer login",""
